id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.preGC_IIa	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.preGC_IIa	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.preGC_IIa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_IIb	Germ.oocyte|Germ.oocyte	Germ.oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Somatic.granulosa
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	NMU	NMUR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	0.974	0.955	0.0	0.451	0.432	0.0	0.047	0.028	0.0	3.831	3.836	0.0	1.439	1.444	0.0	0.036	0.041	0.0	0.126	0.0	0.01	0.0
CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	NMU	NMUR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	0.956	0.0	0.955	0.433	0.0	0.432	0.029	0.0	0.028	3.81	0.0	0.0	1.418	0.0	0.0	0.015	0.0	0.0	0.121	0.0	0.005	0.0
CPI-SS031151895	NPB_NPBWR1	simple:Q8NG41	simple:P48145	NPB	NPBWR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.223	0.208	0.0	0.044	0.029	0.0	0.018	0.003	0.0	1.301	1.297	0.0	1.118	1.114	0.0	0.014	0.011	0.0	0.0	0.0	0.0	0.0
CPI-SS0888931C5	NPW_NPBWR1	simple:Q8N729	simple:P48145	NPW	NPBWR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.339	0.324	0.0	0.093	0.078	0.0	0.07	0.055	0.0	0.808	0.804	0.0	0.426	0.422	0.0	0.022	0.019	0.0	0.0	0.0	0.0	0.0
CPI-SS0C7FC7214	NPFF_NPFFR1	simple:O15130	simple:Q9GZQ6	NPFF	NPFFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.778	0.784	0.78	0.002	0.008	0.004	0.0	0.0	0.0	0.0	0.213	0.238	0.0	0.052	0.077	0.0	0.008	0.032	0.0	0.073	0.0	0.0
CPI-SS06CA10698	NPFF_NPFFR2	simple:O15130	simple:Q9Y5X5	NPFF	NPFFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.79	0.777	0.784	0.014	0.002	0.009	0.0	0.0	0.0	0.225	0.213	0.212	0.064	0.052	0.051	0.019	0.008	0.006	0.018	0.005	0.0	0.0
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.002	0.012	0.006	0.002	0.011	0.006	0.002	0.011	0.006	0.001	0.002	0.005	0.002	0.002	0.005	0.006	0.007	0.01	0.004	0.021	0.0	0.0
CPI-SS06C93E09A	NTS_NTSR1	simple:P30990	simple:P30989	NTS	NTSR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	0.005	0.005	0.004	0.004	0.004	0.003	0.006	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
CPI-SS0BF87B9DD	NTS_NTSR2	simple:P30990	simple:O95665	NTS	NTSR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	0.005	0.0	0.005	0.004	0.0	0.004	0.006	0.0	0.006	0.066	0.067	0.0	0.008	0.009	0.0	0.004	0.005	0.0	0.059	0.0	0.0	0.0
CPI-SC060C69786	NRTN_RET_receptor_2	simple:Q99748	complex:RET_receptor_2	NRTN		True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.02	0.022	0.026	0.009	0.012	0.015	0.007	0.01	0.013	0.009	0.011	0.015	0.006	0.008	0.011	0.008	0.01	0.013	0.018	0.007	0.016	0.004
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.026	0.024	0.008	0.02	0.018	0.002	0.021	0.018	0.002	0.012	0.038	0.009	0.007	0.033	0.004	0.007	0.033	0.004	0.043	0.011	0.045	0.013
CPI-SS01D36DDFA	PTPRS_NTRK3	simple:Q13332	simple:Q16288	PTPRS	NTRK3	False	True	True	curated	False	Receptor-Receptor		0.166	0.163	0.147	0.118	0.116	0.1	0.12	0.117	0.102	0.078	0.104	0.075	0.062	0.088	0.059	0.113	0.139	0.11	0.188	0.156	0.179	0.147
CPI-SC08F1D4358	NODAL_NODAL_receptor_IbIIa_CFC1	simple:Q96S42	complex:NODAL_receptor_IbIIa_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08C72892F	NODAL_NODAL_receptor_IbIIa_TDGF1	simple:Q96S42	complex:NODAL_receptor_IbIIa_TDGF1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.141	0.171	0.168	0.01	0.04	0.036	0.0	0.0	0.0	0.028	0.032	0.059	0.007	0.01	0.037	0.002	0.005	0.032	0.044	0.056	0.019	0.031
CPI-SC0397B3290	NODAL_NODAL_receptor_IbIIb_CFC1	simple:Q96S42	complex:NODAL_receptor_IbIIb_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C620668E	NODAL_NODAL_receptor_IbIIb_TDGF1	simple:Q96S42	complex:NODAL_receptor_IbIIb_TDGF1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.141	0.171	0.168	0.01	0.04	0.036	0.0	0.0	0.0	0.028	0.032	0.065	0.007	0.01	0.043	0.002	0.005	0.038	0.044	0.056	0.019	0.031
CPI-SC0AB5E1FE3	NODAL_NODAL_receptor_IcIIb_CFC1	simple:Q96S42	complex:NODAL_receptor_IcIIb_CFC1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC061F99EF4	NODAL_NODAL_receptor_IcIIb_TDGF1	simple:Q96S42	complex:NODAL_receptor_IcIIb_TDGF1	NODAL		True	False	True	curated	False	Ligand-Receptor	Signaling by NODAL	0.141	0.134	0.134	0.01	0.003	0.002	0.0	0.0	0.0	0.028	0.032	0.0	0.007	0.01	0.0	0.002	0.005	0.0	0.044	0.034	0.019	0.008
CPI-SS0A6FCBF7C	CNTN1_NOTCH1	simple:Q12860	simple:P46531	CNTN1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.02	0.012	0.008	0.21	0.202	0.198	0.06	0.051	0.048	0.026	0.024	0.013	0.02	0.018	0.008	0.067	0.065	0.054	0.016	0.146	0.028	0.158
CPI-SS0FC612D4D	DLK1_NOTCH1	simple:P80370	simple:P46531	DLK1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.257	0.248	0.245	0.044	0.035	0.032	0.121	0.113	0.109	0.966	0.963	0.953	0.233	0.231	0.221	0.047	0.045	0.034	0.071	0.201	0.059	0.189
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.026	0.018	0.014	0.018	0.01	0.006	0.021	0.012	0.009	0.021	0.019	0.008	0.02	0.018	0.008	0.03	0.028	0.018	0.011	0.141	0.013	0.143
CPI-SS0E5A6ADB3	DLL3_NOTCH1	simple:Q9NYJ7	simple:P46531	DLL3	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.497	1.488	1.485	0.04	0.032	0.028	0.046	0.037	0.034	1.005	1.003	0.993	0.378	0.376	0.366	0.068	0.065	0.055	0.59	0.72	0.035	0.165
CPI-SS0AFCA0602	DLL4_NOTCH1	simple:Q9NR61	simple:P46531	DLL4	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.049	0.04	0.037	0.015	0.006	0.003	0.018	0.01	0.006	0.035	0.033	0.023	0.046	0.043	0.033	0.022	0.02	0.01	0.021	0.151	0.024	0.154
CPI-SS052ADA696	JAG1_NOTCH1	simple:P78504	simple:P46531	JAG1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.058	0.049	0.046	0.02	0.011	0.008	0.019	0.01	0.007	0.051	0.049	0.038	0.03	0.027	0.017	0.02	0.017	0.007	1.506	1.636	0.112	0.242
CPI-SS0DB3F5A37	JAG2_NOTCH1	simple:Q9Y219	simple:P46531	JAG2	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.149	0.14	0.136	0.018	0.009	0.006	0.017	0.008	0.005	0.198	0.196	0.186	0.062	0.06	0.049	0.022	0.02	0.01	0.042	0.172	0.013	0.143
CPI-SS029811409	CNTN1_NOTCH2	simple:Q12860	simple:Q04721	CNTN1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.14	0.298	0.399	0.33	0.488	0.589	0.18	0.338	0.439	0.38	0.725	0.46	0.374	0.719	0.455	0.421	0.766	0.502	0.246	0.695	0.259	0.708
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.377	0.535	0.636	0.164	0.322	0.422	0.241	0.399	0.5	1.32	1.665	1.4	0.587	0.933	0.668	0.401	0.746	0.482	0.302	0.751	0.29	0.739
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.146	0.304	0.405	0.138	0.296	0.397	0.141	0.299	0.4	0.375	0.72	0.455	0.374	0.719	0.455	0.384	0.729	0.464	0.241	0.69	0.243	0.692
CPI-SS06BBCAC08	DLL3_NOTCH2	simple:Q9NYJ7	simple:Q04721	DLL3	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.617	1.775	1.876	0.16	0.318	0.42	0.166	0.324	0.425	1.36	1.705	1.44	0.732	1.078	0.813	0.422	0.767	0.502	0.82	1.269	0.266	0.715
CPI-SS08E4D6FA9	DLL4_NOTCH2	simple:Q9NR61	simple:Q04721	DLL4	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.169	0.327	0.428	0.135	0.293	0.394	0.138	0.296	0.397	0.39	0.735	0.47	0.4	0.745	0.48	0.376	0.722	0.457	0.251	0.7	0.254	0.703
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.178	0.336	0.436	0.139	0.298	0.399	0.139	0.297	0.398	0.405	0.75	0.485	0.384	0.729	0.464	0.374	0.719	0.454	1.736	2.186	0.342	0.791
CPI-SS065B2DBAE	JAG2_NOTCH2	simple:Q9Y219	simple:Q04721	JAG2	NOTCH2	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.268	0.427	0.528	0.137	0.296	0.397	0.137	0.295	0.396	0.552	0.897	0.632	0.416	0.761	0.496	0.376	0.721	0.456	0.272	0.721	0.243	0.692
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.083	0.062	0.018	0.273	0.252	0.208	0.122	0.102	0.058	0.046	0.022	0.022	0.04	0.016	0.016	0.087	0.063	0.063	0.012	0.023	0.025	0.035
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		0.394	0.028	0.061	0.584	0.218	0.252	0.433	0.068	0.101	0.309	0.123	0.086	0.303	0.117	0.08	0.35	0.164	0.127	0.443	0.118	0.456	0.13
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.257	0.262	0.262	0.044	0.048	0.049	0.121	0.126	0.126	0.98	0.954	0.995	0.248	0.222	0.263	0.062	0.035	0.077	0.065	0.96	0.053	0.948
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.026	0.031	0.032	0.018	0.023	0.024	0.021	0.026	0.026	0.036	0.009	0.051	0.035	0.009	0.05	0.045	0.018	0.06	0.005	0.9	0.007	0.901
CPI-SS035E5A708	DLL3_NOTCH3	simple:Q9NYJ7	simple:Q9UM47	DLL3	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.497	1.502	1.502	0.04	0.046	0.046	0.046	0.051	0.052	1.021	0.994	1.036	0.393	0.367	0.408	0.082	0.056	0.098	0.584	1.478	0.029	0.924
CPI-SS0938C6980	DLL4_NOTCH3	simple:Q9NR61	simple:Q9UM47	DLL4	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.049	0.054	0.054	0.015	0.02	0.02	0.018	0.023	0.024	0.05	0.024	0.066	0.061	0.034	0.076	0.038	0.011	0.052	0.015	0.909	0.018	0.912
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.058	0.062	0.063	0.02	0.025	0.025	0.019	0.024	0.024	0.066	0.039	0.081	0.045	0.018	0.06	0.034	0.008	0.05	1.5	2.395	0.105	1.0
CPI-SS0263EFDDF	JAG2_NOTCH3	simple:Q9Y219	simple:Q9UM47	JAG2	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.149	0.154	0.154	0.018	0.022	0.023	0.017	0.022	0.022	0.213	0.186	0.228	0.077	0.05	0.092	0.037	0.01	0.052	0.036	0.93	0.007	0.901
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.247	0.256	0.262	0.034	0.043	0.049	0.111	0.12	0.126	0.962	0.975	0.972	0.23	0.243	0.239	0.044	0.056	0.053	0.073	0.087	0.061	0.075
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.016	0.026	0.032	0.008	0.018	0.024	0.011	0.02	0.026	0.018	0.03	0.027	0.017	0.029	0.026	0.026	0.039	0.036	0.012	0.027	0.014	0.028
CPI-SS098C2FFC0	DLL3_NOTCH4	simple:Q9NYJ7	simple:Q99466	DLL3	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.487	1.496	1.502	0.03	0.04	0.046	0.036	0.046	0.052	1.002	1.015	1.012	0.375	0.388	0.384	0.064	0.077	0.074	0.591	0.605	0.037	0.051
CPI-SS0558101D1	DLL4_NOTCH4	simple:Q9NR61	simple:Q99466	DLL4	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.039	0.048	0.054	0.005	0.015	0.02	0.008	0.018	0.024	0.032	0.045	0.042	0.042	0.055	0.052	0.019	0.032	0.029	0.022	0.037	0.025	0.04
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.048	0.057	0.063	0.01	0.019	0.025	0.009	0.018	0.024	0.048	0.06	0.057	0.026	0.039	0.036	0.016	0.029	0.026	1.507	1.522	0.113	0.127
CPI-SS096F3E0F2	JAG2_NOTCH4	simple:Q9Y219	simple:Q99466	JAG2	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.138	0.148	0.154	0.008	0.017	0.023	0.007	0.016	0.022	0.194	0.207	0.204	0.058	0.071	0.068	0.018	0.031	0.028	0.043	0.057	0.014	0.028
CPI-SS015B87133	JAG1_CD46	simple:P78504	simple:P15529	JAG1	CD46	False	False	True	curated	False	Ligand-Receptor		0.298	0.348	0.335	0.26	0.31	0.297	0.259	0.309	0.296	0.784	0.788	0.422	0.763	0.767	0.401	0.753	0.757	0.39	2.023	2.204	0.629	0.809
CPI-SS0EDD8CDD4	JAG1_VASN	simple:P78504	simple:Q6EMK4	JAG1	VASN	True	False	False	curated	False	Ligand-Receptor		0.076	0.74	0.244	0.038	0.702	0.206	0.038	0.701	0.206	0.079	0.071	0.383	0.058	0.05	0.362	0.048	0.04	0.352	1.538	1.787	0.144	0.393
CPI-SS02EEA092C	JAG2_VASN	simple:Q9Y219	simple:Q6EMK4	JAG2	VASN	True	False	False	curated	False	Ligand-Receptor		0.168	0.83	0.336	0.036	0.7	0.204	0.036	0.699	0.204	0.226	0.218	0.53	0.09	0.082	0.394	0.05	0.042	0.354	0.074	0.323	0.045	0.294
CPI-SC0F30798CC	LIF_LIFR	simple:P15018	complex:LIFR	LIF		True	False	True	curated	False	Ligand-Receptor		0.106	0.167	0.067	0.114	0.176	0.076	0.107	0.168	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.181	0.0	0.0
CPI-SS0BD6EE954	PENK_OPRD1	simple:P01210	simple:P41143	PENK	OPRD1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.112	0.096	0.098	0.024	0.008	0.01	0.024	0.008	0.01	0.291	0.252	0.247	0.243	0.204	0.199	0.048	0.009	0.004	0.031	0.0	0.019	0.0
CPI-CS005209739	b-Endorphin_byPOMC_OPRD1	complex:b-Endorphin_byPOMC	simple:P41143		OPRD1	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	0.078	0.062	0.064	0.082	0.066	0.068	0.09	0.074	0.076	0.206	0.167	0.162	0.453	0.414	0.409	0.1	0.06	0.055	0.236	0.0	0.06	0.0
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.119	0.094	0.094	0.031	0.006	0.006	0.032	0.006	0.006	0.27	0.25	0.244	0.221	0.202	0.196	0.027	0.008	0.002	0.0	0.029	0.0	0.017
CPI-CS040CDD259	b-Endorphin_byPOMC_OPRK1	complex:b-Endorphin_byPOMC	simple:P41145		OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	0.085	0.06	0.06	0.089	0.064	0.064	0.098	0.072	0.073	0.184	0.165	0.159	0.431	0.412	0.406	0.078	0.059	0.053	0.0	0.234	0.0	0.058
CPI-SS0D97012FB	PENK_OPRM1	simple:P01210	simple:P35372	PENK	OPRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.007	0.0
CPI-CS0FFD6263C	b-Endorphin_byPOMC_OPRM1	complex:b-Endorphin_byPOMC	simple:P35372		OPRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.048	0.0
CPI-SS0DAB76F63	PNOC_OPRL1	simple:Q13519	simple:P41146	PNOC	OPRL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.02	0.005	0.011	0.032	0.016	0.022	0.02	0.006	0.012	0.042	0.016	0.01	0.068	0.041	0.036	0.038	0.012	0.006	0.016	0.0	0.007	0.0
CPI-SS084816B12	HCRT_HCRTR1	simple:O43612	simple:O43613	HCRT	HCRTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Orexin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02461AE98	HCRT_HCRTR2	simple:O43612	simple:O43614	HCRT	HCRTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Orexin	0.002	0.002	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.005	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E8F8E4F1	OXT_AVPR1A	simple:P01178	simple:P37288	OXT	AVPR1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Oxytocin	0.152	0.0	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.109	0.109	0.109	0.079	0.079	0.079	0.002	0.003	0.002	0.0	0.467	0.0	0.006
CPI-SS00399ED03	AVP_AVPR1A	simple:P01185	simple:P37288	AVP	AVPR1A	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasopressin	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.023	0.022	0.005	0.005	0.005	0.0	0.0	0.0	0.0	0.063	0.0	0.0
CPI-SS03142ADA9	OXT_AVPR1B	simple:P01178	simple:P47901	OXT	AVPR1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Oxytocin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.08	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
CPI-SS02D4E44C7	AVP_AVPR1B	simple:P01185	simple:P47901	AVP	AVPR1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasopressin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A5B111F1	OXT_AVPR2	simple:P01178	simple:P30518	OXT	AVPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Oxytocin	0.0	0.0	0.15	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasopressin	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Oxytocin	0.196	0.163	0.152	0.047	0.014	0.002	0.046	0.013	0.002	0.126	0.11	0.112	0.096	0.08	0.081	0.02	0.004	0.005	0.0	0.467	0.0	0.006
CPI-SS0C916344D	AVP_OXTR	simple:P01185	simple:P30559	AVP	OXTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasopressin	0.065	0.031	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.024	0.025	0.022	0.006	0.007	0.0	0.0	0.0	0.0	0.063	0.0	0.0
CPI-SS06CBEA807	PTH2_PTH1R	simple:Q96A98	simple:Q03431	PTH2	PTH1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.276	0.26	0.252	0.032	0.016	0.008	0.046	0.03	0.022	0.096	0.04	0.005	0.102	0.045	0.01	0.114	0.058	0.023	0.19	0.197	0.0	0.0
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.196	0.18	0.172	0.06	0.044	0.036	0.068	0.052	0.044	0.1	0.043	0.008	0.101	0.044	0.01	0.216	0.16	0.125	0.038	0.045	0.055	0.062
CPI-SS07E3769D0	PTH2_PTH2R	simple:Q96A98	simple:P49190	PTH2	PTH2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.264	0.252	0.256	0.02	0.008	0.012	0.034	0.022	0.026	0.053	0.037	0.009	0.058	0.042	0.014	0.07	0.055	0.027	0.245	0.163	0.0	0.0
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	PTHLH	PTH2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.184	0.172	0.176	0.048	0.036	0.04	0.056	0.044	0.048	0.056	0.04	0.012	0.057	0.041	0.014	0.172	0.157	0.129	0.094	0.011	0.11	0.028
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	PTHLH	PRLHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.0	0.171	0.0	0.0	0.034	0.0	0.0	0.042	0.0	0.008	0.009	0.013	0.01	0.01	0.014	0.125	0.125	0.13	0.0	0.019	0.0	0.035
CPI-SS07EC71D8C	NPY_PRLHR	simple:P01303	simple:P49683	NPY	PRLHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.0	0.086	0.0	0.0	3.39	0.0	0.0	3.673	0.0	0.092	0.092	0.096	0.107	0.107	0.111	3.326	3.326	3.331	0.0	0.071	0.0	5.206
CPI-SS0853B2D1C	PRLH_PRLHR	simple:P81277	simple:P49683	PRLH	PRLHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prolactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.007	0.004	0.0	0.117	0.114	0.0	0.008	0.004	0.0	0.022	0.006	0.005	0.019	0.003	0.002	0.021	0.005	0.004	0.015	0.0	0.0	0.0
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.008	0.011	0.018	0.117	0.12	0.128	0.008	0.012	0.018	0.004	0.013	0.014	0.001	0.01	0.011	0.003	0.012	0.013	0.01	0.011	0.0	0.0
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Secretin	0.082	0.086	0.093	0.008	0.012	0.018	0.0	0.0	0.0	0.426	0.435	0.436	0.045	0.053	0.055	0.002	0.011	0.012	0.011	0.012	0.0	0.0
